-503.0, 652.0, 1.5707963267948966
-505.0, 653.0, -0.4636476090008061
-505.0, 655.0, 1.5707963267948966
-507.0, 657.0, -0.7853981633974483
-508.0, 660.0, -1.2490457723982544
-511.0, 663.0, -0.7853981633974483
-513.0, 667.0, -1.1071487177940904
-514.0, 668.0, -0.7853981633974483
-515.0, 669.0, -0.7853981633974483
-516.0, 672.0, -1.2490457723982544
-517.0, 673.0, -0.7853981633974483
-519.0, 675.0, -0.7853981633974483
-519.0, 677.0, 1.5707963267948966
-521.0, 677.0, 0
-521.0, 679.0, 1.5707963267948966
-521.0, 680.0, 1.5707963267948966
-522.0, 680.0, 0
